"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"fc53b63d-7442-4955-a44e","2024-01-14","06:33:07","Station","Credit Card","None","Standard","Off-Peak","31","Birmingham New Street","London Euston","2024-01-14","08:00:00","09:20:00","09:56:00","Delayed","Weather","No"
"fc5da04d-5061-4e71-b02d","2024-01-22","14:31:09","Station","Debit Card","Disabled","Standard","Anytime","9","London Euston","Birmingham New Street","2024-01-22","16:00:00","17:20:00","17:20:00","On Time","None","No"
"fc64bf09-5c48-434b-b4e3","2024-01-01","16:03:03","Station","Credit Card","None","First Class","Anytime","19","Manchester Piccadilly","Liverpool Lime Street","2024-01-01","17:45:00","18:15:00","18:15:00","On Time","None","No"
"fc6ad13b-0e58-4bcb-9fce","2024-01-06","22:41:50","Station","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-07","00:00:00","01:20:00","01:20:00","On Time","None","No"
"fc712c9e-50df-43b0-be34","2024-02-04","16:04:30","Station","Credit Card","Adult","Standard","Advance","23","London Kings Cross","York","2024-02-12","14:30:00","16:20:00","16:20:00","On Time","None","No"
"fc731b70-0f37-4ae2-8231","2024-01-24","20:38:13","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-25","19:00:00","20:20:00","20:20:00","On Time","None","No"
"fc7955cc-d4c8-45b2-bf7c","2024-01-08","18:34:28","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-04","17:00:00","17:30:00","17:30:00","On Time","None","No"
"fc79e7dc-2538-49ef-96a9","2024-01-06","20:21:10","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-07","17:45:00","19:35:00","19:35:00","On Time","None","No"
"fc7c2e4f-1624-4bb1-bd97","2024-01-14","18:20:06","Online","Credit Card","Senior","Standard","Off-Peak","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-14","18:45:00","19:15:00","19:15:00","On Time","None","No"
"fc7e0f45-f1a8-4ae9-b375","2024-02-15","14:51:32","Online","Credit Card","None","First Class","Advance","52","London Euston","Birmingham New Street","2024-02-23","13:15:00","14:35:00","14:35:00","On Time","None","No"
"fc849547-b733-4518-a42a","2024-02-15","20:15:39","Online","Credit Card","None","Standard","Advance","7","Birmingham New Street","Nuneaton","2024-02-17","18:45:00","19:05:00","19:05:00","On Time","None","No"
"fc853c97-922d-43fa-8da8","2024-01-12","19:25:01","Online","Credit Card","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-13","18:45:00","19:15:00","19:15:00","On Time","None","No"
"fc8ea17f-b6cb-474b-8d47","2024-01-09","11:35:09","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-09","13:00:00","13:30:00","13:30:00","On Time","None","No"
"fc938f53-8835-4c05-8150","2024-02-02","15:44:38","Online","Credit Card","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-02-27","14:00:00","15:20:00","15:20:00","On Time","None","No"
"fc93db3a-8a8f-4bb0-9444","2024-02-09","01:55:00","Station","Credit Card","Adult","Standard","Advance","56","Manchester Piccadilly","London Euston","2024-02-17","00:15:00","02:05:00","02:05:00","On Time","None","No"
"fc996ec1-6fe8-4f12-9753","2024-02-03","08:06:22","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-27","06:30:00","07:50:00","07:50:00","On Time","None","No"
"fc9a5776-887f-48ac-9cd4","2024-01-15","21:35:58","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-16","20:00:00","21:50:00","21:50:00","On Time","None","No"
"fc9eff63-cf21-4112-a88e","2024-01-25","20:55:29","Station","Credit Card","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-25","22:15:00","00:05:00","00:05:00","On Time","None","No"
"fca20574-4505-44e2-a754","2024-01-06","20:03:16","Station","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-06","21:30:00","22:50:00","22:50:00","On Time","None","No"
"fca50679-f936-434a-ab23","2024-01-31","07:54:46","Online","Debit Card","Senior","First Class","Advance","18","London Paddington","Reading","2024-02-01","06:15:00","07:15:00","07:15:00","On Time","None","No"
"fca68194-eb87-4be6-9dc8","2024-02-07","06:42:09","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-02-07","08:00:00","10:15:00","11:13:00","Delayed","Weather","No"
"fca889b9-61cb-49ac-9e69","2024-01-14","05:08:45","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-14","06:30:00","07:00:00","07:00:00","On Time","None","No"
"fcac05f2-412e-4dd6-8459","2024-01-19","08:02:16","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-20","06:30:00","07:00:00","07:00:00","On Time","None","No"
"fcadffee-4c94-4d38-b9e9","2024-02-10","08:28:16","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-13","07:45:00","09:35:00","09:35:00","On Time","None","No"
"fcaf99c4-fb6d-4b48-b881","2024-01-28","09:02:44","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-28","10:30:00","11:00:00","11:00:00","On Time","None","No"
"fcb4c77e-ad83-4f04-9872","2024-01-04","02:24:27","Online","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-04","03:45:00","05:05:00","05:05:00","On Time","None","No"
"fcb93e75-fa69-4d27-9bd3","2024-02-14","06:31:25","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-02-14","08:00:00","10:15:00","10:36:00","Delayed","Weather","No"
"fcc0dcc2-c487-4435-a596","2024-01-03","00:15:32","Online","Credit Card","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-03","01:45:00","02:15:00","02:15:00","On Time","None","No"
"fcd90a34-719a-4253-90b7","2024-01-27","06:12:55","Online","Credit Card","None","Standard","Off-Peak","14","Reading","Swindon","2024-01-27","07:30:00","08:15:00","08:15:00","On Time","None","No"
"fcdfc55d-5f01-4c71-bab4","2024-01-12","05:40:35","Online","Contactless","Adult","Standard","Anytime","23","Oxford","Bristol Temple Meads","2024-01-12","07:00:00","08:15:00","08:15:00","On Time","None","No"
"fce0d126-c2cb-4262-9151","2024-01-28","04:28:24","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-28","05:45:00","06:15:00","06:15:00","On Time","None","No"
"fce618a0-eac6-4d9a-a296","2024-01-09","11:46:49","Online","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-09","13:15:00","14:35:00","14:35:00","On Time","None","No"
"fce6febc-8625-40eb-953a","2024-01-08","14:38:46","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-09","13:00:00","13:30:00","13:30:00","On Time","None","No"
"fcea9181-3dad-401c-a47e","2024-01-27","09:05:06","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-28","07:30:00","08:50:00","08:50:00","On Time","None","No"
"fced4667-2c24-4b10-98ba","2024-02-06","12:51:51","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-07","11:15:00","11:45:00","11:45:00","On Time","None","No"
"fcf65724-edbb-4628-9fa7","2024-02-14","11:27:21","Online","Contactless","None","First Class","Off-Peak","162","London Euston","Manchester Piccadilly","2024-02-14","12:45:00","14:35:00","14:35:00","On Time","None","No"
"fcf7c86a-1735-4a38-ad5b","2024-01-12","08:56:15","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-12","10:15:00","10:45:00","10:45:00","On Time","None","No"
"fcfb1bd4-7f21-4dd8-8cdd","2024-01-01","08:14:05","Online","Credit Card","Disabled","Standard","Advance","21","London St Pancras","Wolverhampton","2024-01-02","06:30:00","08:00:00","08:00:00","On Time","None","No"
"fcfe5700-25bd-4adf-84ea","2024-01-21","16:31:21","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-21","18:00:00","18:30:00","18:30:00","On Time","None","No"
"fcfed5ad-1a2a-4761-b53d","2024-02-04","05:52:54","Online","Contactless","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-02-04","07:15:00","07:45:00","07:45:00","On Time","None","No"
"fd00a134-7056-441c-919f","2023-12-31","14:53:44","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-01","13:15:00","14:35:00","14:35:00","On Time","None","No"
"fd02dc3b-bb78-4099-80f2","2024-02-11","13:21:10","Station","Credit Card","None","First Class","Off-Peak","54","York","Edinburgh","2024-02-11","14:45:00","17:15:00","17:15:00","On Time","None","No"
"fd05f7eb-578b-4025-b5e6","2024-02-04","12:55:51","Online","Credit Card","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-02-19","11:15:00","12:35:00","12:35:00","On Time","None","No"
"fd086593-bf3d-44c7-b5b7","2024-02-07","07:17:03","Station","Credit Card","Adult","Standard","Advance","43","London Kings Cross","Liverpool Lime Street","2024-02-13","05:45:00","08:00:00","08:00:00","On Time","None","No"
"fd098a3a-44d3-4599-8add","2024-01-15","05:49:22","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-16","04:15:00","04:45:00","04:45:00","On Time","None","No"
"fd0b2d7f-bbc7-47af-a206","2024-02-04","10:49:04","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-02-04","12:15:00","12:45:00","12:45:00","On Time","None","No"
"fd127650-37ef-4ccc-9060","2024-02-12","19:20:25","Online","Credit Card","Senior","First Class","Advance","20","London St Pancras","Leicester","2024-02-23","18:45:00","19:45:00","19:45:00","On Time","None","No"
"fd180e20-854d-4ff9-8979","2024-01-16","15:49:07","Online","Contactless","Adult","First Class","Advance","6","Manchester Piccadilly","Liverpool Lime Street","2024-01-17","14:15:00","14:45:00","14:45:00","On Time","None","No"
"fd182270-f450-480d-ac32","2024-01-15","05:08:56","Online","Credit Card","Disabled","Standard","Anytime","29","Birmingham New Street","London Kings Cross","2024-01-15","06:30:00","08:00:00","08:00:00","On Time","None","No"
"fd19a6f7-bf11-4dbd-b915","2024-01-09","06:57:05","Station","Credit Card","None","Standard","Anytime","7","Manchester Piccadilly","Sheffield","2024-01-09","08:15:00","09:00:00","09:00:00","On Time","None","No"
"fd24a3fe-1ac3-469a-b356","2024-01-31","18:36:20","Station","Credit Card","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-31","20:00:00","21:00:00","21:00:00","On Time","None","No"
"fd2e1c77-c432-47b5-8e6c","2024-02-05","05:01:09","Online","Contactless","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-02-05","06:30:00","07:50:00","07:50:00","On Time","None","No"
"fd322258-91a6-444f-b4b4","2024-02-07","05:14:47","Station","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-02-07","06:30:00","07:50:00","no infor","Cancelled","Technical Issue","Yes"
"fd32942c-2f50-4209-a604","2024-02-02","07:44:17","Station","Credit Card","Disabled","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-15","06:00:00","06:30:00","06:30:00","On Time","None","No"
"fd34bb0c-d2f2-4cb0-8bad","2024-01-18","13:25:47","Online","Credit Card","Disabled","Standard","Advance","8","London Paddington","Reading","2024-01-19","11:45:00","12:45:00","12:45:00","On Time","None","No"
"fd369898-ebce-4021-bb29","2024-02-13","12:16:03","Station","Contactless","None","Standard","Off-Peak","19","London Paddington","Reading","2024-02-13","13:45:00","14:45:00","14:45:00","On Time","None","No"
"fd3cf210-beac-4105-a700","2024-01-02","23:01:56","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-03","21:30:00","22:30:00","22:30:00","On Time","None","No"
"fd3e50d3-effa-4582-a946","2024-01-25","17:17:35","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-26","15:45:00","17:35:00","17:35:00","On Time","None","No"
"fd46e497-2064-4946-9ba8","2024-02-05","00:15:13","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-28","23:45:00","00:15:00","00:15:00","On Time","None","No"
"fd474026-948c-42c0-9099","2024-01-26","11:56:43","Station","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-26","13:15:00","14:35:00","14:35:00","On Time","None","No"
"fd480936-6365-4472-a389","2024-02-01","13:22:14","Online","Credit Card","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-01","14:45:00","15:15:00","no infor","Cancelled","Weather Conditions","No"
"fd4f0a27-f3b1-4f5f-a1de","2024-01-13","20:31:28","Station","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-02","17:45:00","19:35:00","no infor","Cancelled","Weather Conditions","No"
"fd54547c-e0e5-4265-94ae","2024-01-16","15:31:53","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-17","14:00:00","15:00:00","15:00:00","On Time","None","No"
"fd549321-b3be-4fd2-8d74","2024-01-26","02:08:12","Station","Credit Card","None","Standard","Off-Peak","126","Manchester Piccadilly","London Euston","2024-01-26","03:30:00","05:20:00","05:40:00","Delayed","Weather Conditions","No"
"fd63b2a1-6cda-4899-a629","2024-01-10","19:34:40","Station","Debit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-11","17:45:00","19:05:00","19:05:00","On Time","None","No"
"fd699f55-93c6-4f95-a92d","2024-01-10","02:09:34","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-11","00:30:00","02:20:00","02:20:00","On Time","None","No"
"fd6a27aa-31c3-46f8-9500","2024-02-03","20:15:39","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-27","18:45:00","19:15:00","19:15:00","On Time","None","No"
"fd6c032f-1a1f-4ec2-91a7","2024-02-03","17:42:49","Station","Debit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-04","16:00:00","17:20:00","17:20:00","On Time","None","No"
"fd7179d5-0d31-4990-97e8","2024-02-16","03:58:59","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-27","02:15:00","03:35:00","03:35:00","On Time","None","No"
"fd7fcaff-d11c-4d71-ac41","2024-02-05","23:43:45","Station","Contactless","Disabled","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-23","22:00:00","22:30:00","22:30:00","On Time","None","No"
"fd8ad432-f12e-4723-9c9d","2024-01-14","17:37:36","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-15","16:00:00","17:20:00","18:52:00","Delayed","Weather","No"
"fd948e7a-bb1a-4a85-b37e","2024-01-20","04:33:22","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-20","06:00:00","06:30:00","06:30:00","On Time","None","No"
"fd94ec7c-5969-40d8-b760","2024-01-07","18:52:17","Online","Credit Card","Senior","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-01-08","17:15:00","17:45:00","17:45:00","On Time","None","No"
"fd96a89a-4ad0-44b4-840b","2024-01-09","18:18:35","Online","Credit Card","Senior","First Class","Anytime","13","Manchester Piccadilly","Liverpool Lime Street","2024-01-09","18:45:00","19:15:00","19:15:00","On Time","None","No"
"fd975292-6851-4392-96de","2024-01-10","03:44:22","Online","Credit Card","None","First Class","Advance","54","London St Pancras","Birmingham New Street","2024-01-11","02:00:00","03:20:00","03:20:00","On Time","None","No"
"fd977b61-81f0-4abc-b1b1","2024-01-29","17:02:19","Station","Contactless","Adult","Standard","Anytime","26","Birmingham New Street","York","2024-01-29","18:30:00","20:15:00","20:15:00","On Time","None","No"
"fd9a8f55-5934-4819-8e1a","2024-02-05","08:07:45","Online","Credit Card","Disabled","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-02-24","06:30:00","07:50:00","07:50:00","On Time","None","No"
"fd9b0e03-7adc-46ab-9980","2024-02-02","14:54:45","Online","Credit Card","None","Standard","Advance","22","Birmingham New Street","London St Pancras","2024-02-23","13:15:00","14:35:00","14:35:00","On Time","None","No"
