ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
516.0,male,group D,some college,standard,none,86.0,90.0,81.0
517.0,male,group C,associate's degree,free/reduced,completed,86.0,87.0,85.0
518.0,female,group C,some college,free/reduced,completed,59.0,67.0,70.0
519.0,female,group C,associate's degree,standard,completed,82.0,90.0,90.0
520.0,female,group C,bachelor's degree,standard,none,74.0,89.0,84.0
521.0,male,group C,some high school,standard,none,87.0,76.0,75.0
522.0,male,group C,high school,standard,none,72.0,61.0,59.0
523.0,female,group C,some high school,standard,none,82.0,78.0,73.0
524.0,female,group D,associate's degree,standard,none,50.0,61.0,59.0
525.0,male,group B,some college,free/reduced,none,74.0,72.0,66.0
526.0,female,group B,some high school,free/reduced,completed,26.0,37.0,39.0
527.0,female,group D,some college,standard,completed,82.0,93.0,93.0
528.0,male,group C,some college,standard,completed,54.0,59.0,62.0
529.0,female,group B,some college,standard,none,85.0,97.0,93.0
530.0,male,group B,associate's degree,free/reduced,none,46.0,47.0,49.0
531.0,male,group C,associate's degree,free/reduced,none,76.0,84.0,78.0
532.0,female,group C,high school,standard,none,64.0,77.0,73.0
533.0,female,group D,some high school,free/reduced,none,42.0,60.0,56.0
534.0,female,group D,some college,standard,none,48.0,61.0,60.0
535.0,female,group E,some high school,standard,none,75.0,74.0,71.0
536.0,male,group C,associate's degree,standard,none,92.0,92.0,89.0
537.0,male,group C,bachelor's degree,standard,none,81.0,80.0,76.0
538.0,female,group C,high school,free/reduced,completed,64.0,79.0,83.0
539.0,male,group C,some college,standard,none,82.0,81.0,77.0
540.0,female,group E,bachelor's degree,standard,none,100.0,100.0,96.0
541.0,female,group A,high school,standard,completed,65.0,74.0,76.0
542.0,male,group D,some college,standard,completed,82.0,74.0,76.0
543.0,male,group E,some college,standard,none,63.0,52.0,50.0
544.0,male,group C,some college,free/reduced,none,18.0,31.0,26.0
545.0,male,group B,some high school,standard,completed,83.0,80.0,70.0
546.0,female,group E,some college,free/reduced,none,66.0,73.0,69.0
547.0,female,group B,high school,standard,none,49.0,55.0,51.0
548.0,male,group C,some college,standard,none,62.0,56.0,48.0
549.0,male,group C,some high school,standard,none,73.0,67.0,65.0
550.0,female,group B,high school,free/reduced,completed,54.0,59.0,63.0
551.0,male,group A,high school,standard,none,59.0,54.0,46.0
552.0,male,group C,some college,standard,completed,48.0,50.0,55.0
553.0,female,group B,bachelor's degree,free/reduced,none,46.0,63.0,61.0
554.0,female,group E,some high school,standard,none,62.0,64.0,55.0
555.0,male,group B,some high school,standard,none,52.0,54.0,46.0
556.0,male,group E,master's degree,standard,none,100.0,88.0,96.0
557.0,female,group C,associate's degree,free/reduced,none,69.0,83.0,83.0
558.0,male,group C,high school,standard,none,68.0,56.0,46.0
559.0,male,group A,associate's degree,free/reduced,none,70.0,66.0,57.0
560.0,female,group D,master's degree,standard,none,51.0,43.0,47.0
561.0,male,group B,high school,standard,completed,74.0,67.0,66.0
562.0,male,group A,associate's degree,standard,none,77.0,74.0,70.0
563.0,male,group E,some high school,standard,completed,98.0,92.0,93.0
564.0,male,group D,associate's degree,free/reduced,none,70.0,66.0,69.0
565.0,female,group C,some high school,standard,completed,78.0,83.0,82.0
566.0,male,group D,master's degree,standard,completed,91.0,86.0,88.0
567.0,male,group E,high school,standard,none,100.0,92.0,85.0
568.0,female,group A,high school,standard,none,63.0,65.0,62.0
569.0,male,group B,some high school,standard,completed,61.0,56.0,57.0
570.0,male,group A,some high school,standard,completed,78.0,91.0,89.0
571.0,female,group D,some college,standard,none,67.0,69.0,74.0
572.0,female,group D,some college,standard,none,64.0,76.0,77.0
573.0,female,group C,some college,standard,none,42.0,45.0,48.0
574.0,female,group C,associate's degree,standard,none,64.0,71.0,69.0
575.0,female,group D,some high school,standard,none,49.0,63.0,60.0
576.0,male,group C,associate's degree,standard,none,77.0,75.0,70.0
577.0,male,group C,some college,standard,completed,63.0,61.0,61.0
578.0,female,group C,some college,standard,none,80.0,82.0,85.0
579.0,female,group C,some high school,standard,none,64.0,58.0,60.0
580.0,male,group C,high school,free/reduced,none,82.0,75.0,70.0
581.0,female,group A,high school,standard,none,75.0,79.0,82.0
582.0,female,group E,high school,standard,none,61.0,69.0,69.0
583.0,female,group A,master's degree,standard,completed,86.0,88.0,86.0
584.0,female,group D,associate's degree,standard,none,93.0,95.0,100.0
585.0,female,group C,high school,standard,completed,96.0,100.0,97.0
586.0,female,group C,high school,free/reduced,completed,66.0,79.0,74.0
587.0,female,group D,high school,free/reduced,completed,42.0,58.0,59.0
588.0,female,group B,some high school,free/reduced,completed,51.0,69.0,66.0
589.0,male,group C,some college,standard,completed,78.0,71.0,72.0
590.0,male,group C,associate's degree,standard,completed,90.0,81.0,79.0
591.0,male,group C,some college,standard,none,62.0,59.0,55.0
592.0,female,group D,some college,standard,none,55.0,58.0,58.0
593.0,female,group B,some high school,standard,none,71.0,87.0,80.0
594.0,female,group C,associate's degree,free/reduced,none,66.0,85.0,77.0
595.0,male,group C,associate's degree,standard,none,73.0,60.0,58.0
596.0,male,group B,some college,standard,completed,56.0,50.0,48.0
597.0,male,group C,some college,standard,none,58.0,60.0,52.0
598.0,female,group C,some college,standard,none,74.0,85.0,81.0
599.0,male,group C,some college,free/reduced,none,63.0,66.0,57.0
600.0,male,group C,high school,free/reduced,none,48.0,43.0,47.0
601.0,female,group D,high school,standard,none,57.0,54.0,59.0
602.0,male,group B,some college,standard,completed,71.0,70.0,72.0
603.0,male,group B,high school,free/reduced,none,71.0,76.0,69.0
604.0,female,group D,master's degree,standard,none,72.0,76.0,80.0
605.0,male,group E,high school,standard,none,72.0,53.0,50.0
606.0,female,group C,high school,free/reduced,completed,74.0,93.0,91.0
607.0,female,group A,bachelor's degree,free/reduced,none,52.0,68.0,65.0
608.0,female,group D,some high school,standard,none,58.0,75.0,76.0
609.0,male,group C,associate's degree,free/reduced,none,61.0,62.0,56.0
610.0,male,group E,bachelor's degree,free/reduced,none,92.0,88.0,84.0
611.0,male,group A,high school,standard,none,43.0,48.0,40.0
612.0,male,group C,high school,standard,completed,81.0,76.0,77.0
613.0,female,group D,some college,standard,none,58.0,64.0,67.0
614.0,female,group C,high school,standard,none,76.0,67.0,67.0
615.0,female,group C,some high school,standard,none,79.0,93.0,82.0
616.0,male,group A,high school,standard,completed,56.0,58.0,56.0
617.0,male,group B,bachelor's degree,standard,none,67.0,68.0,69.0
618.0,female,group C,some college,standard,none,88.0,91.0,94.0
619.0,male,group C,associate's degree,free/reduced,none,45.0,46.0,45.0
620.0,male,group C,bachelor's degree,standard,none,62.0,62.0,58.0
621.0,female,group D,some college,free/reduced,none,63.0,65.0,66.0
622.0,male,group D,master's degree,standard,completed,100.0,91.0,91.0
623.0,male,group E,some high school,standard,none,100.0,92.0,82.0
624.0,male,group A,some college,free/reduced,none,46.0,34.0,39.0
626.0,male,group D,bachelor's degree,free/reduced,completed,74.0,74.0,76.0
627.0,female,group C,associate's degree,free/reduced,none,54.0,52.0,51.0
628.0,female,group C,master's degree,standard,none,62.0,78.0,78.0
629.0,male,group B,associate's degree,standard,completed,77.0,72.0,77.0
630.0,female,group C,associate's degree,standard,none,57.0,71.0,69.0
631.0,male,group E,high school,free/reduced,completed,63.0,65.0,63.0
632.0,female,group B,some college,free/reduced,none,41.0,61.0,55.0
633.0,male,group D,some high school,free/reduced,none,33.0,44.0,38.0
634.0,female,group C,bachelor's degree,standard,none,64.0,77.0,77.0
635.0,male,group C,some high school,standard,none,70.0,62.0,60.0
636.0,female,group B,some college,standard,completed,74.0,82.0,86.0
637.0,male,group B,associate's degree,standard,completed,78.0,80.0,80.0
638.0,female,group D,some college,free/reduced,none,66.0,81.0,76.0
639.0,female,group B,high school,free/reduced,completed,52.0,75.0,71.0
640.0,female,group B,master's degree,standard,none,74.0,91.0,90.0
641.0,male,group C,bachelor's degree,free/reduced,none,61.0,52.0,57.0
642.0,male,group B,some college,free/reduced,none,54.0,62.0,60.0
643.0,male,group D,bachelor's degree,free/reduced,none,76.0,77.0,77.0
644.0,female,group D,some high school,standard,none,74.0,79.0,82.0
645.0,male,group C,some college,standard,none,81.0,77.0,72.0
646.0,female,group B,some high school,free/reduced,none,51.0,62.0,56.0
647.0,female,group D,some college,standard,completed,50.0,55.0,55.0
648.0,male,group E,high school,free/reduced,none,56.0,55.0,52.0
649.0,female,group E,some college,standard,none,91.0,97.0,99.0
650.0,female,group B,associate's degree,standard,completed,70.0,78.0,80.0
651.0,female,group C,some college,free/reduced,none,53.0,68.0,68.0
652.0,female,group C,high school,free/reduced,completed,34.0,48.0,51.0
654.0,male,group C,some college,standard,none,78.0,75.0,76.0
655.0,female,group C,some high school,standard,completed,70.0,75.0,77.0
656.0,male,group D,high school,standard,none,100.0,81.0,82.0
657.0,male,group C,high school,standard,none,56.0,61.0,55.0
658.0,male,group B,associate's degree,free/reduced,none,47.0,48.0,42.0
659.0,male,group C,high school,standard,none,65.0,55.0,50.0
660.0,male,group D,bachelor's degree,standard,none,78.0,62.0,65.0
662.0,male,group C,bachelor's degree,standard,completed,51.0,51.0,51.0
663.0,male,group D,some high school,free/reduced,none,59.0,55.0,49.0
664.0,female,group E,master's degree,standard,completed,75.0,76.0,82.0
665.0,male,group D,some high school,free/reduced,completed,61.0,63.0,69.0
666.0,male,group C,bachelor's degree,free/reduced,none,49.0,45.0,45.0
667.0,male,group D,associate's degree,standard,none,56.0,40.0,50.0
668.0,female,group A,some college,standard,completed,96.0,99.0,98.0
669.0,male,group D,high school,standard,none,64.0,53.0,52.0
670.0,female,group A,some high school,standard,none,46.0,61.0,60.0
671.0,male,group C,some college,standard,none,58.0,59.0,57.0
672.0,female,group C,bachelor's degree,free/reduced,completed,66.0,74.0,76.0
673.0,female,group E,associate's degree,standard,completed,94.0,94.0,100.0
674.0,male,group C,some college,standard,completed,70.0,60.0,64.0
675.0,female,group B,bachelor's degree,free/reduced,completed,79.0,78.0,85.0
677.0,male,group E,some college,standard,none,75.0,67.0,65.0
678.0,male,group D,some college,free/reduced,none,55.0,60.0,61.0
679.0,female,group B,some high school,free/reduced,none,51.0,68.0,66.0
680.0,female,group E,high school,standard,none,66.0,63.0,60.0
681.0,female,group D,some college,free/reduced,completed,70.0,92.0,87.0
682.0,male,group C,associate's degree,standard,completed,67.0,69.0,71.0
683.0,male,group E,some high school,standard,completed,76.0,62.0,64.0
684.0,male,group D,master's degree,standard,completed,66.0,66.0,62.0
685.0,male,group D,high school,standard,completed,63.0,60.0,62.0
686.0,male,group A,associate's degree,standard,none,65.0,67.0,64.0
687.0,female,group D,bachelor's degree,standard,completed,94.0,95.0,100.0
688.0,female,group D,some college,standard,none,63.0,60.0,64.0
689.0,male,group B,high school,free/reduced,none,55.0,50.0,50.0
690.0,male,group C,bachelor's degree,free/reduced,none,78.0,79.0,80.0
691.0,male,group A,high school,standard,completed,80.0,80.0,79.0
692.0,male,group C,high school,standard,none,44.0,36.0,27.0
693.0,male,group C,some high school,standard,none,55.0,38.0,37.0
694.0,female,group B,some college,free/reduced,none,51.0,65.0,54.0
695.0,male,group B,high school,free/reduced,none,58.0,47.0,48.0
696.0,female,group D,high school,standard,none,76.0,82.0,80.0
697.0,female,group D,associate's degree,standard,none,60.0,64.0,64.0
699.0,male,group E,some college,standard,none,60.0,47.0,48.0
700.0,female,group A,high school,standard,none,77.0,79.0,77.0
701.0,male,group B,some high school,standard,completed,60.0,55.0,53.0
702.0,female,group C,some college,free/reduced,none,44.0,59.0,60.0
703.0,female,group C,some high school,standard,completed,63.0,72.0,69.0
704.0,male,group C,some college,standard,none,63.0,48.0,46.0
705.0,female,group A,associate's degree,standard,completed,98.0,99.0,100.0
706.0,male,group E,associate's degree,free/reduced,completed,89.0,82.0,82.0
707.0,female,group D,associate's degree,standard,completed,68.0,71.0,70.0
708.0,male,group C,high school,standard,none,93.0,85.0,77.0
709.0,female,group E,high school,free/reduced,completed,70.0,76.0,81.0
710.0,male,group E,bachelor's degree,standard,none,76.0,67.0,64.0
711.0,male,group A,bachelor's degree,free/reduced,none,45.0,36.0,35.0
712.0,male,group C,bachelor's degree,standard,none,56.0,65.0,67.0
713.0,male,group C,high school,standard,completed,85.0,96.0,91.0
714.0,female,group C,high school,standard,none,50.0,72.0,67.0
715.0,female,group B,high school,free/reduced,none,52.0,65.0,53.0
716.0,female,group B,associate's degree,standard,completed,81.0,89.0,91.0
717.0,female,group A,some college,standard,none,57.0,61.0,64.0
718.0,male,group C,associate's degree,standard,completed,94.0,89.0,83.0
719.0,female,group B,master's degree,standard,none,68.0,66.0,69.0
720.0,female,group C,some high school,free/reduced,completed,76.0,90.0,93.0
721.0,male,group C,high school,standard,completed,72.0,60.0,59.0
722.0,female,group B,high school,standard,none,52.0,58.0,54.0
723.0,female,group D,high school,standard,none,77.0,85.0,84.0
724.0,female,group C,high school,free/reduced,completed,65.0,74.0,78.0
725.0,female,group C,some college,free/reduced,none,48.0,52.0,49.0
726.0,female,group B,high school,standard,none,41.0,43.0,46.0
727.0,female,group A,bachelor's degree,free/reduced,completed,53.0,65.0,67.0
728.0,male,group C,some college,standard,completed,98.0,96.0,95.0
729.0,male,group C,some high school,standard,completed,92.0,95.0,87.0
730.0,female,group E,some college,standard,completed,93.0,91.0,89.0
731.0,female,group A,some college,free/reduced,none,62.0,61.0,67.0
732.0,male,group E,associate's degree,standard,none,77.0,74.0,63.0
733.0,male,group D,high school,standard,none,42.0,47.0,39.0
734.0,male,group A,some high school,free/reduced,none,73.0,67.0,67.0
735.0,male,group C,bachelor's degree,standard,none,61.0,57.0,53.0
736.0,male,group D,some high school,free/reduced,none,71.0,66.0,63.0
737.0,female,group E,high school,free/reduced,completed,65.0,65.0,68.0
738.0,male,group D,bachelor's degree,standard,none,78.0,72.0,72.0
739.0,female,group C,high school,standard,completed,31.0,38.0,38.0
740.0,male,group C,some high school,free/reduced,none,39.0,30.0,28.0
